author_id,author_name
A00362,H. Singer
A00363,S. Tsunomura
A00364,Y. Yamada
A00365,C. F. Liu
A00366,B. J. Jackel
A00367,K. Schlegel
A00368,P. V. S. Rama Rao
A00369,P. T. Jayachandran
A00370,B. V. Ramana Rao
A00371,D. S. V. V. D. Prasad
A00372,K. K. Bose
A00373,I.I. Alexeev
A00374,Y.I. Feldstein
A00375,V. O. Papitashvili
A00376,Y. I. Feldstein
A00377,Liudmila I. Gromova
A00378,A. E. Levitin
A00379,B. A. Belov
A00380,M. J. Ruohoniemi
A00381,G. C. Hussey
A00382,J. Delloue
A00383,C. Haldoupis
A00384,A. Bourdillon
A00385,V. V. Somayajulu
A00386,E. L. Fleming
A00387,B. Solheim
A00388,Shiguang Wang
A00389,F. R. Fenrich
A00390,J. C. Samson
A00391,R. André
A00392,J.‐P. Villain
A00393,J.‐C. Cerisier
A00394,D. M. Wright
A00395,T. R. Robinson
A00396,M. Rietveld
A00397,J.W. Phillips
A00398,R.M. Leahy
A00399,J.C. Mosher
A00400,B. Timsari
A00401,H. Kawano
A00402,G. Le
A00403,C. T. Russell
A00404,T. Mukai
A00405,H. Spence
A00406,S. E. Milan
A00407,Patrick T. Newell
A00408,Ian R. Mann
A00409,G Ruoso
A00410,R Storz
A00411,S Seel
A00412,S Schiller
A00413,J Mlynek
A00414,Michael P. Hickey
A00415,Richard L. Walterscheid
A00416,Michael. J. Taylor
A00417,William Ward
A00418,Gerald Schubert
A00419,Qihou Zhou
A00420,Francisco Garcia
A00421,Michael C. Kelly
A00422,O. Mor
A00423,A. Arie
A00424,I.R Mann
A00425,A.N Wright
A00426,A.W Hood
A00427,A. Guglielmi
A00428,J. Kangas
A00429,O. Pokhotelov
A00430,A.V. Kustov
A00431,E. G. Bradshaw
A00432,H. G. James
A00433,J. W. MacDougall
A00434,Raymond A. Greenwald
A00435,G. E. Hall
A00436,John W. MacDougall
A00437,J.-P. St.-Maurice
A00438,Alan H. Manson
A00439,Chris E. Meek
A00440,R. V. Lewis
A00441,A. S. Rodger
A00442,R. T. de Medeiros
A00443,M. A. Abdu
A00444,I. S. Batista
A00445,R.G. Roble
A00446,S.‐W. Chang
A00447,J. D. Scudder
A00448,J. B. Sigwarth
A00449,L. A. Frank
A00450,N. C. Maynard
A00451,W. J. Burke
A00452,W. K. Peterson
A00453,E. G. Shelley
A00454,R. Friedel
